Time.[DayKey],Time.[Day],Time.[WeekKey],Time.[Week]
5/14/2019 12:00:00 AM,14-May-19,5/12/2019 12:00:00 AM,May WK02 2019
5/15/2019 12:00:00 AM,15-May-19,5/12/2019 12:00:00 AM,May WK02 2019
5/16/2019 12:00:00 AM,16-May-19,5/12/2019 12:00:00 AM,May WK02 2019
5/17/2019 12:00:00 AM,17-May-19,5/12/2019 12:00:00 AM,May WK02 2019
5/18/2019 12:00:00 AM,18-May-19,5/12/2019 12:00:00 AM,May WK02 2019
5/19/2019 12:00:00 AM,19-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/20/2019 12:00:00 AM,20-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/21/2019 12:00:00 AM,21-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/22/2019 12:00:00 AM,22-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/23/2019 12:00:00 AM,23-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/24/2019 12:00:00 AM,24-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/25/2019 12:00:00 AM,25-May-19,5/19/2019 12:00:00 AM,May WK03 2019
5/26/2019 12:00:00 AM,26-May-19,5/26/2019 12:00:00 AM,May WK04 2019
5/27/2019 12:00:00 AM,27-May-19,5/26/2019 12:00:00 AM,May WK04 2019
5/28/2019 12:00:00 AM,28-May-19,5/26/2019 12:00:00 AM,May WK04 2019
5/29/2019 12:00:00 AM,29-May-19,5/26/2019 12:00:00 AM,May WK04 2019
5/30/2019 12:00:00 AM,30-May-19,5/26/2019 12:00:00 AM,May WK04 2019
5/31/2019 12:00:00 AM,31-May-19,5/26/2019 12:00:00 AM,May WK04 2019
6/1/2019 12:00:00 AM,01-Jun-19,5/26/2019 12:00:00 AM,May WK04 2019
6/2/2019 12:00:00 AM,02-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/3/2019 12:00:00 AM,03-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/4/2019 12:00:00 AM,04-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/5/2019 12:00:00 AM,05-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/6/2019 12:00:00 AM,06-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/7/2019 12:00:00 AM,07-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/8/2019 12:00:00 AM,08-Jun-19,6/2/2019 12:00:00 AM,May WK05 2019
6/9/2019 12:00:00 AM,09-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/10/2019 12:00:00 AM,10-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/11/2019 12:00:00 AM,11-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/12/2019 12:00:00 AM,12-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/13/2019 12:00:00 AM,13-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/14/2019 12:00:00 AM,14-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/15/2019 12:00:00 AM,15-Jun-19,6/9/2019 12:00:00 AM,Jun WK01 2019
6/16/2019 12:00:00 AM,16-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/17/2019 12:00:00 AM,17-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/18/2019 12:00:00 AM,18-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/19/2019 12:00:00 AM,19-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/20/2019 12:00:00 AM,20-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/21/2019 12:00:00 AM,21-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/22/2019 12:00:00 AM,22-Jun-19,6/16/2019 12:00:00 AM,Jun WK02 2019
6/23/2019 12:00:00 AM,23-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/24/2019 12:00:00 AM,24-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/25/2019 12:00:00 AM,25-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/26/2019 12:00:00 AM,26-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/27/2019 12:00:00 AM,27-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/28/2019 12:00:00 AM,28-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/29/2019 12:00:00 AM,29-Jun-19,6/23/2019 12:00:00 AM,Jun WK03 2019
6/30/2019 12:00:00 AM,30-Jun-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/1/2019 12:00:00 AM,01-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/2/2019 12:00:00 AM,02-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/3/2019 12:00:00 AM,03-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/4/2019 12:00:00 AM,04-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/5/2019 12:00:00 AM,05-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/6/2019 12:00:00 AM,06-Jul-19,6/30/2019 12:00:00 AM,Jun WK04 2019
7/7/2019 12:00:00 AM,07-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/8/2019 12:00:00 AM,08-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/9/2019 12:00:00 AM,09-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/10/2019 12:00:00 AM,10-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/11/2019 12:00:00 AM,11-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/12/2019 12:00:00 AM,12-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/13/2019 12:00:00 AM,13-Jul-19,7/7/2019 12:00:00 AM,Jul WK01 2019
7/14/2019 12:00:00 AM,14-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/15/2019 12:00:00 AM,15-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/16/2019 12:00:00 AM,16-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/17/2019 12:00:00 AM,17-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/18/2019 12:00:00 AM,18-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/19/2019 12:00:00 AM,19-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/20/2019 12:00:00 AM,20-Jul-19,7/14/2019 12:00:00 AM,Jul WK02 2019
7/21/2019 12:00:00 AM,21-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/22/2019 12:00:00 AM,22-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/23/2019 12:00:00 AM,23-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/24/2019 12:00:00 AM,24-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/25/2019 12:00:00 AM,25-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/26/2019 12:00:00 AM,26-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/27/2019 12:00:00 AM,27-Jul-19,7/21/2019 12:00:00 AM,Jul WK03 2019
7/28/2019 12:00:00 AM,28-Jul-19,7/28/2019 12:00:00 AM,Jul WK04 2019
7/29/2019 12:00:00 AM,29-Jul-19,7/28/2019 12:00:00 AM,Jul WK04 2019
7/30/2019 12:00:00 AM,30-Jul-19,7/28/2019 12:00:00 AM,Jul WK04 2019
7/31/2019 12:00:00 AM,31-Jul-19,7/28/2019 12:00:00 AM,Jul WK04 2019
8/1/2019 12:00:00 AM,01-Aug-19,7/28/2019 12:00:00 AM,Jul WK04 2019
8/2/2019 12:00:00 AM,02-Aug-19,7/28/2019 12:00:00 AM,Jul WK04 2019
8/3/2019 12:00:00 AM,03-Aug-19,7/28/2019 12:00:00 AM,Jul WK04 2019
8/4/2019 12:00:00 AM,04-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/5/2019 12:00:00 AM,05-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/6/2019 12:00:00 AM,06-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/7/2019 12:00:00 AM,07-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/8/2019 12:00:00 AM,08-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/9/2019 12:00:00 AM,09-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/10/2019 12:00:00 AM,10-Aug-19,8/4/2019 12:00:00 AM,Aug WK01 2019
8/11/2019 12:00:00 AM,11-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/12/2019 12:00:00 AM,12-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/13/2019 12:00:00 AM,13-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/14/2019 12:00:00 AM,14-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/15/2019 12:00:00 AM,15-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/16/2019 12:00:00 AM,16-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/17/2019 12:00:00 AM,17-Aug-19,8/11/2019 12:00:00 AM,Aug WK02 2019
8/18/2019 12:00:00 AM,18-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/19/2019 12:00:00 AM,19-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/20/2019 12:00:00 AM,20-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/21/2019 12:00:00 AM,21-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/22/2019 12:00:00 AM,22-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/23/2019 12:00:00 AM,23-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/24/2019 12:00:00 AM,24-Aug-19,8/18/2019 12:00:00 AM,Aug WK03 2019
8/25/2019 12:00:00 AM,25-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/26/2019 12:00:00 AM,26-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/27/2019 12:00:00 AM,27-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/28/2019 12:00:00 AM,28-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/29/2019 12:00:00 AM,29-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/30/2019 12:00:00 AM,30-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
8/31/2019 12:00:00 AM,31-Aug-19,8/25/2019 12:00:00 AM,Aug WK04 2019
9/1/2019 12:00:00 AM,01-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/2/2019 12:00:00 AM,02-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/3/2019 12:00:00 AM,03-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/4/2019 12:00:00 AM,04-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/5/2019 12:00:00 AM,05-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/6/2019 12:00:00 AM,06-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/7/2019 12:00:00 AM,07-Sep-19,9/1/2019 12:00:00 AM,Aug WK05 2019
9/8/2019 12:00:00 AM,08-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/9/2019 12:00:00 AM,09-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/10/2019 12:00:00 AM,10-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/11/2019 12:00:00 AM,11-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/12/2019 12:00:00 AM,12-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/13/2019 12:00:00 AM,13-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/14/2019 12:00:00 AM,14-Sep-19,9/8/2019 12:00:00 AM,Sep WK01 2019
9/15/2019 12:00:00 AM,15-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/16/2019 12:00:00 AM,16-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/17/2019 12:00:00 AM,17-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/18/2019 12:00:00 AM,18-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/19/2019 12:00:00 AM,19-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/20/2019 12:00:00 AM,20-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/21/2019 12:00:00 AM,21-Sep-19,9/15/2019 12:00:00 AM,Sep WK02 2019
9/22/2019 12:00:00 AM,22-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/23/2019 12:00:00 AM,23-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/24/2019 12:00:00 AM,24-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/25/2019 12:00:00 AM,25-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/26/2019 12:00:00 AM,26-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/27/2019 12:00:00 AM,27-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/28/2019 12:00:00 AM,28-Sep-19,9/22/2019 12:00:00 AM,Sep WK03 2019
9/29/2019 12:00:00 AM,29-Sep-19,9/29/2019 12:00:00 AM,Sep WK04 2019
9/30/2019 12:00:00 AM,30-Sep-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/1/2019 12:00:00 AM,01-Oct-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/2/2019 12:00:00 AM,02-Oct-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/3/2019 12:00:00 AM,03-Oct-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/4/2019 12:00:00 AM,04-Oct-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/5/2019 12:00:00 AM,05-Oct-19,9/29/2019 12:00:00 AM,Sep WK04 2019
10/6/2019 12:00:00 AM,06-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/7/2019 12:00:00 AM,07-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/8/2019 12:00:00 AM,08-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/9/2019 12:00:00 AM,09-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/10/2019 12:00:00 AM,10-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/11/2019 12:00:00 AM,11-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/12/2019 12:00:00 AM,12-Oct-19,10/6/2019 12:00:00 AM,Oct WK01 2019
10/13/2019 12:00:00 AM,13-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/14/2019 12:00:00 AM,14-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/15/2019 12:00:00 AM,15-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/16/2019 12:00:00 AM,16-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/17/2019 12:00:00 AM,17-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/18/2019 12:00:00 AM,18-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/19/2019 12:00:00 AM,19-Oct-19,10/13/2019 12:00:00 AM,Oct WK02 2019
10/20/2019 12:00:00 AM,20-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/21/2019 12:00:00 AM,21-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/22/2019 12:00:00 AM,22-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/23/2019 12:00:00 AM,23-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/24/2019 12:00:00 AM,24-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/25/2019 12:00:00 AM,25-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/26/2019 12:00:00 AM,26-Oct-19,10/20/2019 12:00:00 AM,Oct WK03 2019
10/27/2019 12:00:00 AM,27-Oct-19,10/27/2019 12:00:00 AM,Oct WK04 2019
10/28/2019 12:00:00 AM,28-Oct-19,10/27/2019 12:00:00 AM,Oct WK04 2019
10/29/2019 12:00:00 AM,29-Oct-19,10/27/2019 12:00:00 AM,Oct WK04 2019
10/30/2019 12:00:00 AM,30-Oct-19,10/27/2019 12:00:00 AM,Oct WK04 2019
10/31/2019 12:00:00 AM,31-Oct-19,10/27/2019 12:00:00 AM,Oct WK04 2019
11/1/2019 12:00:00 AM,01-Nov-19,10/27/2019 12:00:00 AM,Oct WK04 2019
11/2/2019 12:00:00 AM,02-Nov-19,10/27/2019 12:00:00 AM,Oct WK04 2019
11/3/2019 12:00:00 AM,03-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/4/2019 12:00:00 AM,04-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/5/2019 12:00:00 AM,05-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/6/2019 12:00:00 AM,06-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/7/2019 12:00:00 AM,07-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/8/2019 12:00:00 AM,08-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/9/2019 12:00:00 AM,09-Nov-19,11/3/2019 12:00:00 AM,Nov WK01 2019
11/10/2019 12:00:00 AM,10-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/11/2019 12:00:00 AM,11-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/12/2019 12:00:00 AM,12-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/13/2019 12:00:00 AM,13-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/14/2019 12:00:00 AM,14-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/15/2019 12:00:00 AM,15-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/16/2019 12:00:00 AM,16-Nov-19,11/10/2019 12:00:00 AM,Nov WK02 2019
11/17/2019 12:00:00 AM,17-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/18/2019 12:00:00 AM,18-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/19/2019 12:00:00 AM,19-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/20/2019 12:00:00 AM,20-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/21/2019 12:00:00 AM,21-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/22/2019 12:00:00 AM,22-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/23/2019 12:00:00 AM,23-Nov-19,11/17/2019 12:00:00 AM,Nov WK03 2019
11/24/2019 12:00:00 AM,24-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/25/2019 12:00:00 AM,25-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/26/2019 12:00:00 AM,26-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/27/2019 12:00:00 AM,27-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/28/2019 12:00:00 AM,28-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/29/2019 12:00:00 AM,29-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
11/30/2019 12:00:00 AM,30-Nov-19,11/24/2019 12:00:00 AM,Nov WK04 2019
12/1/2019 12:00:00 AM,01-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/2/2019 12:00:00 AM,02-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/3/2019 12:00:00 AM,03-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/4/2019 12:00:00 AM,04-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/5/2019 12:00:00 AM,05-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/6/2019 12:00:00 AM,06-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/7/2019 12:00:00 AM,07-Dec-19,12/1/2019 12:00:00 AM,Nov WK05 2019
12/8/2019 12:00:00 AM,08-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/9/2019 12:00:00 AM,09-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/10/2019 12:00:00 AM,10-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/11/2019 12:00:00 AM,11-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/12/2019 12:00:00 AM,12-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/13/2019 12:00:00 AM,13-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/14/2019 12:00:00 AM,14-Dec-19,12/8/2019 12:00:00 AM,Dec WK01 2019
12/15/2019 12:00:00 AM,15-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/16/2019 12:00:00 AM,16-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/17/2019 12:00:00 AM,17-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/18/2019 12:00:00 AM,18-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/19/2019 12:00:00 AM,19-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/20/2019 12:00:00 AM,20-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/21/2019 12:00:00 AM,21-Dec-19,12/15/2019 12:00:00 AM,Dec WK02 2019
12/22/2019 12:00:00 AM,22-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/23/2019 12:00:00 AM,23-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/24/2019 12:00:00 AM,24-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/25/2019 12:00:00 AM,25-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/26/2019 12:00:00 AM,26-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/27/2019 12:00:00 AM,27-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/28/2019 12:00:00 AM,28-Dec-19,12/22/2019 12:00:00 AM,Dec WK03 2019
12/29/2019 12:00:00 AM,29-Dec-19,12/29/2019 12:00:00 AM,Dec WK04 2019
12/30/2019 12:00:00 AM,30-Dec-19,12/29/2019 12:00:00 AM,Dec WK04 2019
12/31/2019 12:00:00 AM,31-Dec-19,12/29/2019 12:00:00 AM,Dec WK04 2019
1/1/2020 12:00:00 AM,01-Jan-20,12/29/2019 12:00:00 AM,Dec WK04 2019
1/2/2020 12:00:00 AM,02-Jan-20,12/29/2019 12:00:00 AM,Dec WK04 2019
1/3/2020 12:00:00 AM,03-Jan-20,12/29/2019 12:00:00 AM,Dec WK04 2019
1/4/2020 12:00:00 AM,04-Jan-20,12/29/2019 12:00:00 AM,Dec WK04 2019
1/5/2020 12:00:00 AM,05-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/6/2020 12:00:00 AM,06-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/7/2020 12:00:00 AM,07-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/8/2020 12:00:00 AM,08-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/9/2020 12:00:00 AM,09-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/10/2020 12:00:00 AM,10-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/11/2020 12:00:00 AM,11-Jan-20,1/5/2020 12:00:00 AM,Jan WK01 2020
1/12/2020 12:00:00 AM,12-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/13/2020 12:00:00 AM,13-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/14/2020 12:00:00 AM,14-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/15/2020 12:00:00 AM,15-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/16/2020 12:00:00 AM,16-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/17/2020 12:00:00 AM,17-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/18/2020 12:00:00 AM,18-Jan-20,1/12/2020 12:00:00 AM,Jan WK02 2020
1/19/2020 12:00:00 AM,19-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/20/2020 12:00:00 AM,20-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/21/2020 12:00:00 AM,21-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/22/2020 12:00:00 AM,22-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/23/2020 12:00:00 AM,23-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/24/2020 12:00:00 AM,24-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/25/2020 12:00:00 AM,25-Jan-20,1/19/2020 12:00:00 AM,Jan WK03 2020
1/26/2020 12:00:00 AM,26-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
1/27/2020 12:00:00 AM,27-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
1/28/2020 12:00:00 AM,28-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
1/29/2020 12:00:00 AM,29-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
1/30/2020 12:00:00 AM,30-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
1/31/2020 12:00:00 AM,31-Jan-20,1/26/2020 12:00:00 AM,Jan WK04 2020
2/1/2020 12:00:00 AM,01-Feb-20,1/26/2020 12:00:00 AM,Jan WK04 2020
2/2/2020 12:00:00 AM,02-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/3/2020 12:00:00 AM,03-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/4/2020 12:00:00 AM,04-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/5/2020 12:00:00 AM,05-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/6/2020 12:00:00 AM,06-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/7/2020 12:00:00 AM,07-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/8/2020 12:00:00 AM,08-Feb-20,2/2/2020 12:00:00 AM,Feb WK01 2020
2/9/2020 12:00:00 AM,09-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/10/2020 12:00:00 AM,10-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/11/2020 12:00:00 AM,11-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/12/2020 12:00:00 AM,12-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/13/2020 12:00:00 AM,13-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/14/2020 12:00:00 AM,14-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/15/2020 12:00:00 AM,15-Feb-20,2/9/2020 12:00:00 AM,Feb WK02 2020
2/16/2020 12:00:00 AM,16-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/17/2020 12:00:00 AM,17-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/18/2020 12:00:00 AM,18-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
